TimestepsSoFar,loss_pol_entpen,EpThisIter,EpisodesSoFar,loss_ent,ev_tdlam_before,loss_kl,TimeElapsed,EpExecMean,loss_pol_surr,loss_vf_loss,EpLenMean,EpRewMean
9793,-0.18855652,1,46,6.285218,0.36172735691070557,0.15842085,28669.3369948864,0.1548958374347826,-0.13902488,23.998589,212.8913043478261,-155.1365624349032
10200,-0.19566819,3,49,6.522273,0.37089091539382935,0.0830203,29430.927658557892,0.15274602012244898,-0.13015558,64.496506,208.16326530612244,-149.64685139079697
10490,-0.19644077,2,51,6.548026,0.22547221183776855,0.075282715,29995.434812784195,0.1532664709019608,-0.15066363,28.572605,205.68627450980392,-146.86787754398824
10490,-0.1879984,0,51,6.2666135,0.4570757746696472,0.12981448,30664.68540740013,0.1532664709019608,-0.14455175,14.705955,205.68627450980392,-146.86787754398824
10979,-0.19338192,2,53,6.446064,0.6556631624698639,0.081980646,31342.264680862427,0.14906837126415093,-0.10951548,38.601646,207.1509433962264,-146.6884017270174
11263,-0.19997743,1,54,6.6659145,0.28918910026550293,0.087801665,31920.79518389702,0.14833710505555556,-0.15812844,9.097815,208.57407407407408,-147.9626817882631
11494,-0.18609679,2,56,6.203226,0.11902040243148804,0.13744716,32649.434458971024,0.145890100375,-0.14417982,29.01659,205.25,-143.90540012120033
11753,-0.18399993,6,62,6.133331,0.07901221513748169,0.08531683,33303.724215984344,0.14806852837096773,-0.14110713,82.16586,189.56451612903226,-128.91987920700373
11994,-0.18343845,4,66,6.1146154,0.6058277487754822,0.08029041,34075.91321563721,0.14316816046969694,-0.14011353,50.75238,181.72727272727272,-119.2443799503267
12281,-0.16691285,17,83,5.5637617,0.6743132174015045,0.056832373,34812.142771959305,0.1458177469638554,-0.09471535,149.29242,147.96385542168676,-87.14271783201318
